timestamp,BattV_Min_S1_T,VWC_1_raw_S1_T,EC_1_raw_S1_T,T_1_raw_S1_T,VWC_2_raw_S1_T,EC_2_raw_S1_T,T_2_raw_S1_T,VWC_3_raw_S1_T,EC_3_raw_S1_T,T_3_raw_S1_T,BattV_Min_S1_M,VWC_1_raw_S1_M,EC_1_raw_S1_M,T_1_raw_S1_M,VWC_2_raw_S1_M,EC_2_raw_S1_M,T_2_raw_S1_M,VWC_3_raw_S1_M,EC_3_raw_S1_M,T_3_raw_S1_M,BattV_Min_S1_B,VWC_1_raw_S1_B,EC_1_raw_S1_B,T_1_raw_S1_B,VWC_2_raw_S1_B,EC_2_raw_S1_B,T_2_raw_S1_B,VWC_3_raw_S1_B,EC_3_raw_S1_B,T_3_raw_S1_B,BattV_Min_S2_T,VWC_1_raw_S2_T,EC_1_raw_S2_T,T_1_raw_S2_T,VWC_2_raw_S2_T,EC_2_raw_S2_T,T_2_raw_S2_T,VWC_3_raw_S2_T,EC_3_raw_S2_T,T_3_raw_S2_T,BattV_Min_S2_M,VWC_1_raw_S2_M,EC_1_raw_S2_M,T_1_raw_S2_M,VWC_2_raw_S2_M,EC_2_raw_S2_M,T_2_raw_S2_M,VWC_3_raw_S2_M,EC_3_raw_S2_M,T_3_raw_S2_M,BattV_Min_S2_B,VWC_1_raw_S2_B,EC_1_raw_S2_B,T_1_raw_S2_B,VWC_2_raw_S2_B,EC_2_raw_S2_B,T_2_raw_S2_B,VWC_3_raw_S2_B,EC_3_raw_S2_B,T_3_raw_S2_B,BattV_Min_S3_T,VWC_1_raw_S3_T,EC_1_raw_S3_T,T_1_raw_S3_T,VWC_2_raw_S3_T,EC_2_raw_S3_T,T_2_raw_S3_T,VWC_3_raw_S3_T,EC_3_raw_S3_T,T_3_raw_S3_T,BattV_Min_S3_M,VWC_1_raw_S3_M,EC_1_raw_S3_M,T_1_raw_S3_M,VWC_2_raw_S3_M,EC_2_raw_S3_M,T_2_raw_S3_M,VWC_3_raw_S3_M,EC_3_raw_S3_M,T_3_raw_S3_M,BattV_Min_S3_B,VWC_1_raw_S3_B,EC_1_raw_S3_B,T_1_raw_S3_B,VWC_2_raw_S3_B,EC_2_raw_S3_B,T_2_raw_S3_B,VWC_3_raw_S3_B,EC_3_raw_S3_B,T_3_raw_S3_B,BattV_Min_S4_T,VWC_1_raw_S4_T,EC_1_raw_S4_T,T_1_raw_S4_T,VWC_2_raw_S4_T,EC_2_raw_S4_T,T_2_raw_S4_T,VWC_3_raw_S4_T,EC_3_raw_S4_T,T_3_raw_S4_T,BattV_Min_S4_M,VWC_1_raw_S4_M,EC_1_raw_S4_M,T_1_raw_S4_M,VWC_2_raw_S4_M,EC_2_raw_S4_M,T_2_raw_S4_M,VWC_3_raw_S4_M,EC_3_raw_S4_M,T_3_raw_S4_M,BattV_Min_S4_B,VWC_1_raw_S4_B,EC_1_raw_S4_B,T_1_raw_S4_B,VWC_2_raw_S4_B,EC_2_raw_S4_B,T_2_raw_S4_B,VWC_3_raw_S4_B,EC_3_raw_S4_B,T_3_raw_S4_B,temp_air_degF,rh_%,dewpoint_degF,vapor_pressure_psi,solar_rad_Wm2,precip_in,wind_speed_mph,wind_dir_degN,soil_temp_2in_degF,soil_temp_6in_degF,SWC_1_raw_S1_T,SWC_1_raw_S1_M,SWC_1_raw_S1_B,SWC_1_raw_S2_T,SWC_1_raw_S2_M,SWC_1_raw_S2_B,SWC_1_raw_S3_T,SWC_1_raw_S3_M,SWC_1_raw_S3_B,SWC_1_raw_S4_T,SWC_1_raw_S4_M,SWC_1_raw_S4_B,VWC_1_ratio_S1_S2_T,VWC_2_ratio_S1_S2_T,VWC_3_ratio_S1_S2_T,VWC_1_ratio_S1_S2_M,VWC_2_ratio_S1_S2_M,VWC_3_ratio_S1_S2_M,VWC_1_ratio_S1_S2_B,VWC_2_ratio_S1_S2_B,VWC_3_ratio_S1_S2_B,VWC_1_ratio_S3_S4_T,VWC_2_ratio_S3_S4_T,VWC_3_ratio_S3_S4_T,VWC_1_ratio_S3_S4_M,VWC_2_ratio_S3_S4_M,VWC_3_ratio_S3_S4_M,VWC_1_ratio_S3_S4_B,VWC_2_ratio_S3_S4_B,VWC_3_ratio_S3_S4_B,T_1_ratio_S1_S2_T,T_2_ratio_S1_S2_T,T_3_ratio_S1_S2_T,T_1_ratio_S1_S2_M,T_2_ratio_S1_S2_M,T_3_ratio_S1_S2_M,T_1_ratio_S1_S2_B,T_2_ratio_S1_S2_B,T_3_ratio_S1_S2_B,T_1_ratio_S3_S4_T,T_2_ratio_S3_S4_T,T_3_ratio_S3_S4_T,T_1_ratio_S3_S4_M,T_2_ratio_S3_S4_M,T_3_ratio_S3_S4_M,T_1_ratio_S3_S4_B,T_2_ratio_S3_S4_B,T_3_ratio_S3_S4_B,EC_1_ratio_S1_S2_T,EC_2_ratio_S1_S2_T,EC_3_ratio_S1_S2_T,EC_1_ratio_S1_S2_M,EC_2_ratio_S1_S2_M,EC_3_ratio_S1_S2_M,EC_1_ratio_S1_S2_B,EC_2_ratio_S1_S2_B,EC_3_ratio_S1_S2_B,EC_1_ratio_S3_S4_T,EC_2_ratio_S3_S4_T,EC_3_ratio_S3_S4_T,EC_1_ratio_S3_S4_M,EC_2_ratio_S3_S4_M,EC_3_ratio_S3_S4_M,EC_1_ratio_S3_S4_B,EC_2_ratio_S3_S4_B,EC_3_ratio_S3_S4_B,SWC_1_ratio_S1_S2_T,SWC_1_ratio_S1_S2_M,SWC_1_ratio_S1_S2_B,SWC_1_ratio_S3_S4_T,SWC_1_ratio_S3_S4_M,SWC_1_ratio_S3_S4_B
2024-07-22,13.2634,0.3853,0.6126,24.0395,0.3641,0.5893,24.0580,0.3989,0.6222,23.7318,13.1454,0.3414,0.5293,24.5291,0.3290,0.6049,24.4588,0.3661,0.9312,24.1767,13.1836,0.3876,3.5051,25.7172,0.4106,3.0683,25.7241,0.4518,2.8899,25.6057,13.1966,0.2843,0.3960,23.4520,0.3518,0.5754,23.3324,0.3191,0.4639,23.1531,13.2033,0.3187,0.4786,24.3974,0.3128,0.4808,24.6344,0.3225,0.4273,24.5601,13.0885,0.2731,0.4087,24.8788,0.2749,0.5495,24.9474,0.2569,0.3429,24.7944,13.1520,0.1549,0.2264,26.7285,0.2380,0.3909,25.4152,0.3464,0.4593,24.4808,12.1893,0.1272,0.1907,25.1596,0.1781,0.2695,24.5623,0.2340,0.2559,23.9789,13.1593,0.1259,0.1948,27.5146,0.1639,0.2968,26.3836,0.1294,0.1348,25.3387,13.2234,0.1051,0.1390,25.2667,0.1633,0.2563,24.9410,0.2700,0.3246,24.1996,13.1614,0.1209,0.1610,26.2633,0.1383,0.2711,25.2719,0.1915,0.3721,24.6127,12.2082,0.1742,0.5100,28.0013,0.3239,1.6153,26.7426,0.2779,1.4069,25.8713,74.6986,0.3644,43.6780,0.1416,301.9517,0.0000,2.4147,123.8344,71.1756,71.5307,0.3868,0.3506,0.4255,0.3186,0.3191,0.2654,0.2714,0.1933,0.1372,0.2021,0.1605,0.2635,1.3557,1.0350,1.2507,1.0713,1.0520,1.1352,1.4198,1.4946,1.7592,1.4741,1.4576,1.2833,1.0522,1.2896,1.2230,0.7230,0.5059,0.4658,1.0268,1.0312,1.0250,1.0054,0.9929,0.9844,1.0325,1.0311,1.0327,1.0568,1.0190,1.0116,0.9608,0.9721,0.9743,0.9867,0.9868,0.9794,1.5477,1.0242,1.3414,1.1060,1.2583,2.1796,8.5757,5.5839,8.4288,1.6280,1.5256,1.4151,1.1850,0.9944,0.6884,0.3822,0.1836,0.0958,1.2145,1.0989,1.6034,1.3433,1.2050,0.5206
2024-07-23,13.2687,0.3715,0.5931,23.5818,0.3486,0.5712,23.6269,0.3873,0.6089,23.3406,13.1582,0.3252,0.5063,24.0091,0.3185,0.5877,23.9144,0.3611,0.9041,23.6782,13.1864,0.3852,3.3690,25.5065,0.3979,2.9351,25.2969,0.4415,2.8028,25.0574,13.2177,0.2583,0.3747,23.2025,0.3356,0.5713,23.0341,0.2999,0.4579,22.8549,13.2111,0.3005,0.4469,23.6144,0.2957,0.4564,23.8455,0.3117,0.4072,23.7858,13.0924,0.2467,0.3727,24.0474,0.2523,0.5139,24.0848,0.2456,0.3299,23.9840,13.1543,0.1518,0.2185,26.4433,0.2247,0.3690,25.3211,0.3353,0.4443,24.4906,12.1904,0.1204,0.1812,25.0186,0.1703,0.2612,24.5061,0.2281,0.2554,23.9757,13.1638,0.1203,0.1790,27.3276,0.1445,0.2521,26.3226,0.1247,0.1314,25.3579,13.2303,0.1020,0.1322,25.1220,0.1559,0.2395,24.8610,0.2604,0.3127,24.2002,13.1601,0.1131,0.1494,26.0808,0.1223,0.2538,25.2054,0.1729,0.3433,24.6174,12.1934,0.1685,0.4413,27.8656,0.3130,1.5526,26.7126,0.2674,1.3538,25.9093,74.6592,0.3734,44.1829,0.1444,288.2895,0.0000,2.4943,97.2951,70.7968,71.0980,0.3737,0.3415,0.4165,0.2984,0.3049,0.2475,0.2618,0.1867,0.1285,0.1947,0.1453,0.2541,1.4398,1.0389,1.2916,1.0823,1.0772,1.1586,1.5630,1.5781,1.7979,1.4874,1.4410,1.2875,1.0642,1.3951,1.3208,0.7140,0.4613,0.4662,1.0179,1.0258,1.0213,1.0168,1.0029,0.9955,1.0593,1.0502,1.0448,1.0513,1.0185,1.0120,0.9623,0.9725,0.9739,0.9850,0.9856,0.9787,1.5835,0.9998,1.3298,1.1328,1.2879,2.2206,9.0378,5.7123,8.4952,1.6516,1.5412,1.4209,1.2137,1.0303,0.7447,0.4057,0.1622,0.0971,1.2525,1.1200,1.6833,1.3445,1.2861,0.5058
2024-07-24,13.2488,0.3588,0.5791,23.5576,0.3357,0.5570,23.4473,0.3779,0.5996,23.0893,13.1386,0.3105,0.4886,23.9945,0.3092,0.5737,23.6769,0.3566,0.8907,23.3738,13.1623,0.3811,3.2938,25.9298,0.3911,2.8711,25.3166,0.4324,2.7429,24.8367,13.1919,0.2358,0.3477,23.5040,0.3214,0.5608,22.9728,0.2887,0.4572,22.6761,13.1897,0.2813,0.4219,23.4745,0.2822,0.4372,23.4346,0.3038,0.3957,23.2828,13.0730,0.2205,0.3427,24.1211,0.2341,0.4892,23.7934,0.2368,0.3214,23.5562,13.1314,0.1504,0.2161,26.9095,0.2137,0.3529,25.4315,0.3224,0.4277,24.5210,12.3411,0.1156,0.1760,25.1926,0.1622,0.2544,24.5755,0.2216,0.2531,24.0070,13.1364,0.1163,0.1693,27.7539,0.1293,0.2214,26.5040,0.1191,0.1280,25.4338,13.2100,0.1002,0.1292,25.3964,0.1505,0.2272,24.9928,0.2516,0.3022,24.2469,13.1378,0.1088,0.1437,26.4893,0.1091,0.2303,25.3624,0.1557,0.3169,24.6840,12.2137,0.1653,0.4029,28.4170,0.3026,1.4962,26.9374,0.2558,1.2986,26.0157,78.7189,0.3376,44.9414,0.1486,296.4353,0.0000,2.4700,100.9340,72.2415,72.1827,0.3626,0.3332,0.4093,0.2837,0.2928,0.2320,0.2523,0.1802,0.1210,0.1885,0.1323,0.2449,1.5227,1.0443,1.3092,1.1044,1.0955,1.1738,1.7328,1.6722,1.8263,1.5008,1.4202,1.2814,1.0629,1.4876,1.4245,0.7036,0.4273,0.4657,1.0035,1.0207,1.0182,1.0223,1.0103,1.0039,1.0738,1.0638,1.0543,1.0581,1.0176,1.0113,0.9543,0.9692,0.9726,0.9809,0.9841,0.9776,1.6659,0.9933,1.3114,1.1580,1.3123,2.2510,9.6136,5.8700,8.5351,1.6718,1.5535,1.4152,1.2262,1.1056,0.7992,0.4200,0.1479,0.0986,1.2784,1.1382,1.7648,1.3384,1.3628,0.4940
2024-07-25,13.2426,0.3448,0.5643,23.8386,0.3225,0.5431,23.5872,0.3693,0.5915,23.0768,13.1344,0.2945,0.4704,24.3177,0.2999,0.5618,23.7896,0.3538,0.8878,23.3371,13.1595,0.3758,3.2260,26.5233,0.3860,2.8420,25.7352,0.4264,2.7108,25.0209,13.1796,0.2091,0.3160,23.8205,0.3051,0.5434,23.1629,0.2794,0.4572,22.7206,13.1835,0.2586,0.3976,23.7592,0.2698,0.4228,23.4607,0.2968,0.3911,23.1367,13.0602,0.1894,0.3080,24.4717,0.2170,0.4689,23.9705,0.2288,0.3147,23.5516,13.1264,0.1497,0.2157,27.6317,0.2047,0.3416,25.9036,0.3077,0.4113,24.7904,12.4669,0.1120,0.1730,25.6663,0.1541,0.2493,24.9278,0.2143,0.2492,24.2670,13.1299,0.1130,0.1619,28.5042,0.1184,0.2014,27.0583,0.1128,0.1247,25.7987,13.1959,0.0990,0.1275,25.9611,0.1463,0.2179,25.4413,0.2421,0.2927,24.5402,13.1290,0.1059,0.1398,27.0354,0.1009,0.2145,25.8022,0.1404,0.2941,24.9822,12.2190,0.1626,0.3752,28.9255,0.2925,1.4421,27.4146,0.2441,1.2472,26.3541,83.4427,0.3056,48.2131,0.1682,255.9237,0.0000,5.9374,137.0844,73.9975,73.4617,0.3515,0.3255,0.4037,0.2683,0.2805,0.2160,0.2425,0.1737,0.1142,0.1823,0.1219,0.2359,1.6544,1.0572,1.3220,1.1397,1.1117,1.1918,1.9923,1.7805,1.8639,1.5127,1.3992,1.2711,1.0577,1.5280,1.5268,0.6947,0.4046,0.4618,1.0019,1.0184,1.0157,1.0236,1.0140,1.0087,1.0833,1.0735,1.0624,1.0634,1.0182,1.0102,0.9516,0.9663,0.9714,0.9882,0.9871,0.9789,1.7865,0.9995,1.2936,1.1831,1.3288,2.2701,10.4836,6.0620,8.6153,1.6915,1.5681,1.4049,1.2385,1.1623,0.8477,0.4315,0.1396,0.1000,1.3108,1.1605,1.8702,1.3296,1.4248,0.4842
2024-07-26,13.2576,0.3450,0.5719,24.0966,0.3148,0.5338,23.7784,0.3618,0.5824,23.1768,13.1471,0.2797,0.4499,24.6038,0.2915,0.5462,23.9282,0.3521,0.8891,23.3963,13.1793,0.3599,3.1213,26.9092,0.3710,2.8190,26.0360,0.4203,2.6849,25.2367,13.1939,0.1863,0.2949,24.5424,0.2903,0.5190,23.4957,0.2746,0.4585,22.8778,13.1993,0.2385,0.3698,24.1713,0.2596,0.4077,23.6029,0.2910,0.3890,23.1553,13.0798,0.1698,0.2783,25.3305,0.2064,0.4533,24.3238,0.2230,0.3078,23.6951,13.1451,0.1910,0.2781,27.4762,0.2244,0.3850,26.2617,0.3019,0.4071,25.1746,12.7583,0.1504,0.2133,25.7616,0.1764,0.2784,25.1875,0.2291,0.2685,24.6024,13.1489,0.1337,0.1926,28.7134,0.1209,0.2050,27.4527,0.1134,0.1290,26.1609,13.2115,0.1525,0.2107,26.0781,0.1843,0.2763,25.6618,0.2603,0.3233,24.8752,13.1413,0.1057,0.1339,27.6612,0.0977,0.2029,26.1851,0.1300,0.2755,25.2754,12.2227,0.1697,0.3120,29.6256,0.2874,1.3662,27.7994,0.2367,1.2085,26.6780,79.8556,0.4389,54.3921,0.2103,286.7665,0.0000,4.8860,121.7816,76.0753,75.8852,0.3459,0.3189,0.3929,0.2565,0.2700,0.2056,0.2548,0.1963,0.1203,0.2144,0.1158,0.2310,1.8527,1.0844,1.3175,1.1728,1.1227,1.2101,2.1201,1.7972,1.8845,1.4226,1.2970,1.1888,1.4126,1.8041,1.7673,0.7829,0.4205,0.4612,0.9839,1.0122,1.0131,1.0182,1.0138,1.0104,1.0632,1.0704,1.0651,1.0529,1.0234,1.0121,0.9348,0.9622,0.9734,0.9733,0.9877,0.9813,1.9395,1.0289,1.2703,1.2168,1.3398,2.2856,11.2159,6.2201,8.7241,1.5674,1.5228,1.3027,1.5859,1.3731,0.9771,0.6352,0.1502,0.1022,1.3486,1.1809,1.9112,1.2447,1.6961,0.4781
2024-07-27,13.2443,0.3452,0.5810,24.4154,0.3096,0.5299,24.0834,0.3562,0.5771,23.3840,13.1338,0.2696,0.4375,24.9475,0.2861,0.5377,24.2011,0.3514,0.8939,23.5723,13.1615,0.3487,3.0153,27.0865,0.3597,2.8050,26.2759,0.4158,2.6690,25.4698,13.1769,0.1759,0.2829,24.9550,0.2804,0.5049,24.0031,0.2737,0.4636,23.2492,13.1850,0.2265,0.3509,24.4605,0.2535,0.3986,23.8662,0.2874,0.3896,23.3181,13.0673,0.1654,0.2705,25.9620,0.2033,0.4504,24.8906,0.2196,0.3044,24.1070,13.1409,0.4022,0.6507,25.6243,0.3648,0.6548,25.0237,0.4425,0.6499,24.5973,13.0614,0.3710,0.4693,24.1055,0.3266,0.4749,23.8644,0.3568,0.3559,23.4834,13.1412,0.3407,0.4773,26.0012,0.3140,0.5298,25.9914,0.2345,0.2458,25.9114,13.2065,0.3748,0.5594,24.7538,0.3725,0.5942,24.5582,0.3563,0.4440,24.0063,13.1406,0.3388,0.4399,25.8991,0.2624,0.5011,25.4495,0.2515,0.4558,25.3133,12.2336,0.2977,1.1321,27.9843,0.3106,1.4533,27.4518,,,,79.9286,0.3854,49.6417,0.1799,288.7122,0.0098,4.7221,125.9062,74.0755,74.4426,0.3418,0.3146,0.3850,0.2509,0.2637,0.2020,0.4130,0.3528,0.2809,0.3650,0.2761,,1.9637,1.1043,1.3016,1.1904,1.1286,1.2226,2.1088,1.7696,1.8933,1.0826,0.9800,1.2469,1.1206,1.3801,1.5554,1.3491,1.0158,,0.9805,1.0035,1.0058,1.0201,1.0140,1.0109,1.0444,1.0557,1.0565,1.0344,1.0190,1.0247,0.9339,0.9388,0.9281,0.9297,0.9468,,2.0552,1.0497,1.2448,1.2467,1.3490,2.2944,11.1507,6.2277,8.7671,1.1866,1.1019,1.4709,1.1116,1.0368,0.8275,0.6856,0.3675,,1.3624,1.1931,1.9063,1.1359,1.3474,
2024-07-28,13.2558,0.3320,0.5555,23.9372,0.2992,0.5133,23.9433,0.3497,0.5673,23.4387,13.1397,0.2566,0.4162,24.5167,0.2802,0.5261,24.0801,0.3504,0.8969,23.5944,13.1681,0.3474,2.8566,26.4323,0.3531,2.7474,25.9327,0.4109,2.6336,25.3626,13.1904,0.1621,0.2698,24.2211,0.2677,0.4832,23.8442,0.2716,0.4643,23.3326,13.1953,0.2120,0.3297,23.7184,0.2460,0.3863,23.6422,0.2845,0.3911,23.2937,13.0688,0.1582,0.2661,25.5140,0.1963,0.4393,24.7609,0.2158,0.2978,24.1470,13.1551,0.3582,0.5650,24.8275,0.3354,0.5908,25.0834,0.4147,0.5917,24.7478,13.0796,0.2941,0.3759,24.5509,0.2752,0.4258,24.4015,0.2931,0.2987,24.1061,13.1505,0.3026,0.4327,25.4109,0.2938,0.4928,25.4450,0.1915,0.2282,25.1838,13.2187,0.3043,0.4342,24.4623,0.3353,0.5551,24.6868,0.3214,0.3955,24.4376,13.1570,0.3024,0.3836,25.1901,0.2468,0.4841,25.1670,0.2717,0.4712,24.9383,12.2219,0.3542,1.4326,25.6684,0.3369,1.6156,26.0057,,,,74.9086,0.2664,35.0784,0.1028,312.9575,0.0000,3.3852,159.9510,71.3024,71.9622,0.3327,0.3094,0.3806,0.2433,0.2567,0.1965,0.3807,0.2889,0.2449,0.3206,0.2732,,2.0481,1.1177,1.2875,1.2104,1.1393,1.2317,2.1971,1.7989,1.9041,1.1777,1.0004,1.2900,0.9725,1.1149,1.0783,0.8546,0.8722,,0.9917,1.0044,1.0046,1.0338,1.0185,1.0129,1.0373,1.0474,1.0504,1.0147,1.0160,1.0127,0.9762,0.9698,0.9667,0.9920,0.9787,,2.0609,1.0623,1.2218,1.2624,1.3620,2.2932,10.7388,6.2541,8.8450,1.3015,1.0643,1.4961,0.9801,0.8795,0.6337,0.3021,0.3051,,1.3675,1.2051,1.9367,1.1876,1.0572,
2024-07-29,13.2519,0.3162,0.5264,23.4267,0.2866,0.4901,23.5616,0.3418,0.5504,23.2238,13.1343,0.2404,0.3898,24.1086,0.2724,0.5089,23.7724,0.3489,0.8961,23.3977,13.1601,0.3493,2.6658,25.9871,0.3457,2.6722,25.5550,0.4044,2.5915,25.0898,13.1975,0.1476,0.2456,23.5900,0.2531,0.4517,23.4956,0.2678,0.4611,23.1618,13.1919,0.1962,0.3075,23.0866,0.2363,0.3702,23.1933,0.2814,0.3908,23.0045,13.0617,0.1469,0.2508,25.1797,0.1862,0.4212,24.4587,0.2116,0.2889,23.9322,13.1514,0.3314,0.5055,23.5645,0.3236,0.5613,24.0368,0.4032,0.5701,24.0370,13.0777,0.2711,0.3478,23.6680,0.2585,0.4013,23.7320,0.2758,0.2879,23.6133,13.1480,0.2820,0.4090,24.2642,0.2810,0.4735,24.4193,0.1760,0.2146,24.3416,13.2235,0.2757,0.3901,23.3872,0.3154,0.5287,23.7662,0.3149,0.3895,23.7799,13.1522,0.2778,0.3459,24.0691,0.2351,0.4541,24.2082,0.2645,0.4576,24.1949,12.2119,0.3243,1.3174,24.5943,0.3370,1.6360,24.8048,,,,71.5240,0.3341,35.0203,0.1017,322.8009,0.0000,2.9680,137.5125,71.2618,71.9460,0.3216,0.3027,0.3760,0.2341,0.2488,0.1891,0.3654,0.2703,0.2288,0.3052,0.2605,,2.1435,1.1324,1.2760,1.2256,1.1526,1.2399,2.3796,1.8574,1.9112,1.2029,1.0262,1.2807,0.9757,1.0991,1.0427,0.8698,0.8341,,0.9981,1.0031,1.0027,1.0444,1.0250,1.0171,1.0338,1.0449,1.0484,1.0071,1.0114,1.0108,0.9857,0.9805,0.9760,0.9908,0.9848,,2.1456,1.0850,1.1938,1.2676,1.3746,2.2930,10.6318,6.3441,8.9697,1.2959,1.0618,1.4634,1.0060,0.8836,0.6293,0.3108,0.2894,,1.3738,1.2164,1.9888,1.1973,1.0375,
2024-07-30,13.2510,0.2987,0.4980,23.2002,0.2727,0.4655,23.3383,0.3329,0.5317,23.0316,13.1354,0.2215,0.3575,23.9754,0.2629,0.4895,23.6140,0.3470,0.8947,23.2429,13.1593,0.3526,2.4936,25.8200,0.3365,2.6058,25.3863,0.3981,2.5564,24.9197,13.1953,0.1342,0.2218,23.5706,0.2387,0.4266,23.3527,0.2625,0.4566,23.0308,13.1911,0.1812,0.2877,22.8111,0.2252,0.3545,22.9271,0.2785,0.3920,22.7686,13.0576,0.1347,0.2307,25.0363,0.1732,0.3993,24.3241,0.2067,0.2806,23.8030,13.1492,0.3092,0.4682,23.1463,0.3156,0.5441,23.3746,0.3963,0.5559,23.4126,13.0784,0.2541,0.3286,23.0199,0.2467,0.3835,23.1207,0.2705,0.2866,23.0552,13.1463,0.2643,0.3880,23.7187,0.2715,0.4604,23.7717,0.1668,0.2060,23.6901,13.2232,0.2495,0.3542,22.6989,0.2989,0.5058,23.0896,0.3098,0.3842,23.1683,13.1505,0.2572,0.3213,23.4956,0.2265,0.4341,23.5219,0.2571,0.4468,23.5426,12.2056,0.3061,1.2609,24.4821,0.3365,1.6548,24.3142,,,,71.6687,0.3230,34.6767,0.1001,318.3116,0.0000,3.7506,159.6295,67.6230,68.1314,0.3093,0.2946,0.3713,0.2245,0.2408,0.1803,0.3543,0.2605,0.2173,0.2920,0.2495,,2.2270,1.1422,1.2683,1.2227,1.1676,1.2461,2.6197,1.9450,1.9262,1.2399,1.0562,1.2790,0.9878,1.0888,1.0522,0.8643,0.8069,,0.9908,0.9997,1.0001,1.0513,1.0300,1.0208,1.0329,1.0437,1.0469,1.0189,1.0123,1.0106,0.9828,0.9831,0.9793,0.9743,0.9781,,2.2491,1.0913,1.1645,1.2423,1.3810,2.2825,10.8110,6.5280,9.1114,1.3224,1.0759,1.4470,1.0234,0.8833,0.6414,0.3081,0.2782,,1.3779,1.2234,2.0599,1.2135,1.0440,
2024-07-31,13.2458,0.2807,0.4707,23.1968,0.2575,0.4391,23.2388,0.3232,0.5114,22.9081,13.1330,0.2013,0.3163,24.0246,0.2515,0.4667,23.5579,0.3448,0.8957,23.1566,13.1575,0.3496,2.3619,25.9157,0.3256,2.5420,25.3502,0.3918,2.5261,24.8261,13.1881,0.1273,0.2086,23.8412,0.2249,0.4027,23.3624,0.2565,0.4521,22.9866,13.1892,0.1687,0.2704,22.7770,0.2131,0.3381,22.8023,0.2759,0.3942,22.6251,13.0601,0.1248,0.2131,24.9739,0.1582,0.3718,24.2598,0.2009,0.2729,23.7267,13.1427,0.2895,0.4468,23.7869,0.3098,0.5362,23.2725,0.3916,0.5483,23.1010,13.0739,0.2414,0.3176,22.8756,0.2393,0.3741,22.7689,0.2695,0.2886,22.6486,13.1443,0.2507,0.3742,23.9158,0.2646,0.4532,23.5830,0.1606,0.2013,23.3339,13.2183,0.2284,0.3318,22.8008,0.2864,0.4922,22.9120,0.3060,0.3811,22.8121,13.1472,0.2414,0.3057,23.7001,0.2193,0.4207,23.2408,0.2507,0.4398,23.1292,12.2009,0.2948,1.2352,24.9796,0.3373,1.6788,24.3302,,,,73.8366,0.2677,33.9590,0.0970,317.4727,0.0000,3.0057,139.2444,68.4752,68.9061,0.2961,0.2856,0.3647,0.2163,0.2334,0.1712,0.3456,0.2549,0.2091,0.2817,0.2405,,2.2052,1.1452,1.2602,1.1935,1.1801,1.2500,2.8009,2.0602,1.9499,1.2676,1.0817,1.2798,1.0000,1.0910,1.0751,0.8515,0.7845,,0.9784,0.9950,0.9966,1.0550,1.0331,1.0235,1.0389,1.0450,1.0464,1.0411,1.0157,1.0127,0.9696,0.9800,0.9792,0.9624,0.9697,,2.2595,1.0903,1.1311,1.1698,1.3805,2.2722,11.0847,6.8405,9.2579,1.3458,1.0895,1.4387,1.0397,0.8893,0.6562,0.3033,0.2700,,1.3693,1.2238,2.1304,1.2270,1.0599,
2024-08-01,13.2329,0.2643,0.4465,23.4071,0.2424,0.4130,23.3517,0.3133,0.4911,22.9353,13.1173,0.1836,0.2755,24.2487,0.2393,0.4413,23.6721,0.3426,0.8974,23.1983,13.1389,0.3445,2.2527,26.2663,0.3140,2.4829,25.5572,0.3873,2.5055,24.9244,13.1698,0.1192,0.1913,24.1590,0.2127,0.3816,23.4996,0.2506,0.4487,23.0440,13.1735,0.1593,0.2584,23.0118,0.2011,0.3230,22.9023,0.2742,0.3972,22.6468,13.0463,0.1186,0.1988,25.2667,0.1430,0.3412,24.4348,0.1948,0.2673,23.8288,13.1267,0.2717,0.4274,24.6957,0.3060,0.5359,23.7275,0.3888,0.5474,23.2434,13.0613,0.2333,0.3118,23.2167,0.2360,0.3729,22.8957,0.2697,0.2931,22.6241,13.1269,0.2403,0.3655,24.6055,0.2596,0.4520,23.9329,0.1569,0.1998,23.4191,13.2033,0.2138,0.3182,23.3838,0.2793,0.4898,23.3072,0.3035,0.3824,22.9411,13.1338,0.2297,0.2930,24.2547,0.2142,0.4124,23.4597,0.2475,0.4401,23.1119,12.1963,0.2891,1.2270,25.7281,0.3408,1.7092,24.7524,,,,75.5561,0.3095,38.6834,0.1189,313.9470,0.0000,2.6482,124.5965,69.2998,69.5639,0.2833,0.2770,0.3583,0.2082,0.2272,0.1628,0.3388,0.2522,0.2034,0.2750,0.2347,,2.2195,1.1397,1.2503,1.1519,1.1901,1.2493,2.9046,2.1989,1.9889,1.2708,1.0958,1.2811,1.0158,1.1016,1.0901,0.8324,0.7619,,0.9753,0.9941,0.9953,1.0541,1.0336,1.0244,1.0405,1.0459,1.0460,1.0541,1.0180,1.0132,0.9618,0.9763,0.9789,0.9609,0.9673,,2.3387,1.0821,1.0944,1.0668,1.3660,2.2595,11.3314,7.2852,9.3752,1.3426,1.0943,1.4316,1.0649,0.9043,0.6660,0.2982,0.2645,,1.3604,1.2191,2.2016,1.2320,1.0745,
